#TYPE System.Diagnostics.Process
"Name","SI","Handles","VM","WS","PM","NPM","Path","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","BasePriority","ExitCode","HasExited","ExitTime","Handle","SafeHandle","HandleCount","Id","MachineName","MainWindowHandle","MainWindowTitle","MainModule","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize","NonpagedSystemMemorySize64","PagedMemorySize","PagedMemorySize64","PagedSystemMemorySize","PagedSystemMemorySize64","PeakPagedMemorySize","PeakPagedMemorySize64","PeakWorkingSet","PeakWorkingSet64","PeakVirtualMemorySize","PeakVirtualMemorySize64","PriorityBoostEnabled","PriorityClass","PrivateMemorySize","PrivateMemorySize64","PrivilegedProcessorTime","ProcessName","ProcessorAffinity","Responding","SessionId","StartInfo","StartTime","SynchronizingObject","Threads","TotalProcessorTime","UserProcessorTime","VirtualMemorySize","VirtualMemorySize64","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet","WorkingSet64","Site","Container"
"svchost","0","545","2199334297600","14032896","13279232","31744",,,,,,,,"Process","8",,,,,,"545","1264",".","0","",,,,,"31744","31744","13279232","13279232","192800","192800","17764352","17764352","24178688","24178688","335167488","2199358423040",,,"13279232","13279232",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"311042048","2199334297600","False",,,,"14032896","14032896",,
"svchost","0","539","2199174148096","4976640","5545984","20208",,,,,,,,"Process","8",,,,,,"539","1328",".","0","",,,,,"20208","20208","5545984","5545984","200680","200680","5734400","5734400","13275136","13275136","154562560","2199177818112",,,"5545984","5545984",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"150892544","2199174148096","False",,,,"4976640","4976640",,
"svchost","0","220","2199119040512","14258176","19156992","69360",,,,,,,,"Process","8",,,,,,"220","1348",".","0","",,,,,"69360","69360","19156992","19156992","67848","67848","21889024","21889024","17313792","17313792","158699520","2199181955072",,,"19156992","19156992",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"95784960","2199119040512","False",,,,"14258176","14258176",,
"svchost","0","172","2199103041536","2928640","2437120","10496",,,,,,,,"Process","8",,,,,,"172","1356",".","0","",,,,,"10496","10496","2437120","2437120","74104","74104","2822144","2822144","7393280","7393280","81358848","2199104614400",,,"2437120","2437120",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"79785984","2199103041536","False",,,,"2928640","2928640",,
"svchost","0","272","2199105265664","4481024","4096000","11304",,,,,,,,"Process","8",,,,,,"272","1488",".","0","",,,,,"11304","11304","4096000","4096000","80168","80168","5685248","5685248","8306688","8306688","93020160","2199116275712",,,"4096000","4096000",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"82010112","2199105265664","False",,,,"4481024","4481024",,
"svchost","0","186","2199103778816","4857856","2576384","11504",,,,,,,,"Process","8",,,,,,"186","1504",".","0","",,,,,"11504","11504","2576384","2576384","88728","88728","2826240","2826240","10272768","10272768","84193280","2199107448832",,,"2576384","2576384",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"80523264","2199103778816","False",,,,"4857856","4857856",,
"svchost","0","151","2199106633728","5308416","3022848","9376",,,,,,,,"Process","8",,,,,,"151","1512",".","0","",,,,,"9376","9376","3022848","3022848","235936","235936","3399680","3399680","11935744","11935744","85999616","2199109255168",,,"3022848","3022848",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"83378176","2199106633728","False",,,,"5308416","5308416",,
"svchost","0","260","2199120805888","5509120","4337664","15376",,,,,,,,"Process","8",,,,,,"260","1560",".","0","",,,,,"15376","15376","4337664","4337664","86728","86728","7270400","7270400","10018816","10018816","99647488","2199122903040",,,"4337664","4337664",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"97550336","2199120805888","False",,,,"5509120","5509120",,
"svchost","0","457","2199137357824","12357632","16781312","15296",,,,,,,,"Process","8",,,,,,"457","1656",".","0","",,,,,"15296","15296","16781312","16781312","82592","82592","21811200","21811200","24457216","24457216","151617536","2199174873088",,,"16781312","16781312",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"114102272","2199137357824","False",,,,"12357632","12357632",,
"svchost","0","120","2199104163840","1744896","1638400","11408",,,,,,,,"Process","8",,,,,,"120","1716",".","0","",,,,,"11408","11408","1638400","1638400","78424","78424","1761280","1761280","6336512","6336512","83529728","2199106785280",,,"1638400","1638400",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"80908288","2199104163840","False",,,,"1744896","1744896",,
"svchost","0","189","2199113904128","4132864","2310144","11280",,,,,,,,"Process","8",,,,,,"189","1828",".","0","",,,,,"11280","11280","2310144","2310144","106632","106632","2363392","2363392","10612736","10612736","92229632","2199115485184",,,"2310144","2310144",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"90648576","2199113904128","False",,,,"4132864","4132864",,
"svchost","0","742","2199234023424","30728192","26578944","41272",,,,,,,,"Process","8",,,,,,"742","1904",".","0","",,,,,"41272","41272","26578944","26578944","195440","195440","36569088","36569088","44433408","44433408","290242560","2199313498112",,,"26578944","26578944",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"210767872","2199234023424","False",,,,"30728192","30728192",,
"svchost","0","430","2199145517056","9674752","6836224","21784",,,,,,,,"Process","8",,,,,,"430","1940",".","0","",,,,,"21784","21784","6836224","6836224","112520","112520","9097216","9097216","15646720","15646720","129515520","2199152771072",,,"6836224","6836224",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"122261504","2199145517056","False",,,,"9674752","9674752",,
"svchost","0","91","2199091306496","1482752","1261568","9104",,,,,,,,"Process","8",,,,,,"91","1968",".","0","",,,,,"9104","9104","1261568","1261568","59248","59248","1368064","1368064","5607424","5607424","69623808","2199092879360",,,"1261568","1261568",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"68050944","2199091306496","False",,,,"1482752","1482752",,
"svchost","0","245","2199104122880","5496832","3309568","10896",,,,,,,,"Process","8",,,,,,"245","2144",".","0","",,,,,"10896","10896","3309568","3309568","89184","89184","4960256","4960256","9265152","9265152","85147648","2199108403200",,,"3309568","3309568",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"80867328","2199104122880","False",,,,"5496832","5496832",,
"svchost","0","415","2199137464320","12333056","9568256","16008",,,,,,,,"Process","8",,,,,,"415","2172",".","0","",,,,,"16008","16008","9568256","9568256","116840","116840","16060416","16060416","24682496","24682496","135258112","2199158513664",,,"9568256","9568256",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"114208768","2199137464320","False",,,,"12333056","12333056",,
"svchost","0","164","2199106306048","1986560","1822720","10048",,,,,,,,"Process","8",,,,,,"164","2272",".","0","",,,,,"10048","10048","1822720","1822720","89104","89104","2068480","2068480","8134656","8134656","85671936","2199108927488",,,"1822720","1822720",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"83050496","2199106306048","False",,,,"1986560","1986560",,
"svchost","0","474","2199122776064","7454720","4321280","18600",,,,,,,,"Process","8",,,,,,"474","2312",".","0","",,,,,"18600","18600","4321280","4321280","130256","130256","4718592","4718592","13504512","13504512","106225664","2199129481216",,,"4321280","4321280",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"99520512","2199122776064","False",,,,"7454720","7454720",,
"svchost","0","405","2199130669056","10711040","4198400","18800",,,,,,,,"Process","8",,,,,,"405","2436",".","0","",,,,,"18800","18800","4198400","4198400","152568","152568","5054464","5054464","18661376","18661376","119418880","2199142674432",,,"4198400","4198400",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"107413504","2199130669056","False",,,,"10711040","10711040",,
"svchost","0","276","2199149068288","5947392","3526656","15816",,,,,,,,"Process","8",,,,,,"276","2520",".","0","",,,,,"15816","15816","3526656","3526656","179472","179472","3997696","3997696","14356480","14356480","132538368","2199155793920",,,"3526656","3526656",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"125812736","2199149068288","False",,,,"5947392","5947392",,
"svchost","0","217","2203429265408","5763072","2977792","11888",,,,,,,,"Process","8",,,,,,"217","2528",".","0","",,,,,"11888","11888","2977792","2977792","100768","100768","10977280","10977280","20697088","20697088","121769984","2203439992832",,,"2977792","2977792",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"111042560","2203429265408","False",,,,"5763072","5763072",,
"svchost","0","336","2199095177216","1724416","1359872","7192",,,,,,,,"Process","8",,,,,,"336","2536",".","0","",,,,,"7192","7192","1359872","1359872","75352","75352","1417216","1417216","5951488","5951488","73494528","2199096750080",,,"1359872","1359872",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"71921664","2199095177216","False",,,,"1724416","1724416",,
"svchost","0","176","2199103336448","3887104","2306048","9024",,,,,,,,"Process","8",,,,,,"176","2544",".","0","",,,,,"9024","9024","2306048","2306048","75912","75912","2519040","2519040","8175616","8175616","82710528","2199105966080",,,"2306048","2306048",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"80080896","2199103336448","False",,,,"3887104","3887104",,
"svchost","0","181","2199102488576","2289664","1748992","8624",,,,,,,,"Process","8",,,,,,"181","2564",".","0","",,,,,"8624","8624","1748992","1748992","80248","80248","1859584","1859584","6856704","6856704","81330176","2199104585728",,,"1748992","1748992",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"79233024","2199102488576","False",,,,"2289664","2289664",,
"svchost","0","201","2199107969024","4771840","2379776","13928",,,,,,,,"Process","8",,,,,,"201","2772",".","0","",,,,,"13928","13928","2379776","2379776","88392","88392","2654208","2654208","9236480","9236480","88383488","2199111639040",,,"2379776","2379776",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"84713472","2199107969024","False",,,,"4771840","4771840",,
"svchost","0","204","2199107719168","3510272","2568192","12304",,,,,,,,"Process","8",,,,,,"204","2784",".","0","",,,,,"12304","12304","2568192","2568192","87904","87904","2850816","2850816","9547776","9547776","88662016","2199111917568",,,"2568192","2568192",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"84463616","2199107719168","False",,,,"3510272","3510272",,
"svchost","0","185","2199101464576","2179072","2048000","9704",,,,,,,,"Process","8",,,,,,"185","2836",".","0","",,,,,"9704","9704","2048000","2048000","80568","80568","2564096","2564096","8630272","8630272","83976192","2199107231744",,,"2048000","2048000",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"78209024","2199101464576","False",,,,"2179072","2179072",,
"svchost","0","192","2199133900800","7462912","2244608","10456",,,,,,,,"Process","8",,,,,,"192","2852",".","0","",,,,,"10456","10456","2244608","2244608","126952","126952","6778880","6778880","25055232","25055232","204087296","2199227342848",,,"2244608","2244608",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"110645248","2199133900800","False",,,,"7462912","7462912",,
"svchost","0","1092","2199107612672","5754880","3710976","10464",,,,,,,,"Process","8",,,,,,"1092","2920",".","0","",,,,,"10464","10464","3710976","3710976","100744","100744","4001792","4001792","9539584","9539584","87511040","2199110766592",,,"3710976","3710976",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"84357120","2199107612672","False",,,,"5754880","5754880",,
"svchost","0","398","2199150669824","10571776","10420224","18672",,,,,,,,"Process","8",,,,,,"398","2952",".","0","",,,,,"18672","18672","10420224","10420224","443976","443976","10895360","10895360","15724544","15724544","154222592","2199177478144",,,"10420224","10420224",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"127414272","2199150669824","False",,,,"10571776","10571776",,
"svchost","0","253","2199142264832","4829184","2846720","16384",,,,,,,,"Process","8",,,,,,"253","3008",".","0","",,,,,"16384","16384","2846720","2846720","165112","165112","2973696","2973696","10780672","10780672","120582144","2199143837696",,,"2846720","2846720",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"119009280","2199142264832","False",,,,"4829184","4829184",,
"svchost","0","410","2199115522048","7880704","3833856","12760",,,,,,,,"Process","8",,,,,,"410","3224",".","0","",,,,,"12760","12760","3833856","3833856","111520","111520","4157440","4157440","13365248","13365248","95412224","2199118667776",,,"3833856","3833856",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"92266496","2199115522048","False",,,,"7880704","7880704",,
"svchost","0","412","2199136763904","11427840","6639616","13184",,,,,,,,"Process","8",,,,,,"412","3432",".","0","",,,,,"13184","13184","6639616","6639616","84560","84560","23097344","23097344","29429760","29429760","125067264","2199148322816",,,"6639616","6639616",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"113508352","2199136763904","False",,,,"11427840","11427840",,
"svchost","0","294","2199154880512","13967360","6795264","15280",,,,,,,,"Process","8",,,,,,"294","3444",".","0","",,,,,"15280","15280","6795264","6795264","142952","142952","7442432","7442432","22577152","22577152","159576064","2199182831616",,,"6795264","6795264",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"131624960","2199154880512","False",,,,"13967360","13967360",,
"svchost","0","312","2199106301952","4739072","2891776","14432",,,,,,,,"Process","8",,,,,,"312","3464",".","0","",,,,,"14432","14432","2891776","2891776","99400","99400","3088384","3088384","9768960","9768960","86753280","2199110008832",,,"2891776","2891776",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"83046400","2199106301952","False",,,,"4739072","4739072",,
"svchost","0","122","2199093628928","2424832","2015232","10392",,,,,,,,"Process","8",,,,,,"122","3472",".","0","",,,,,"10392","10392","2015232","2015232","63208","63208","2367488","2367488","6533120","6533120","71946240","2199095201792",,,"2015232","2015232",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"70373376","2199093628928","False",,,,"2424832","2424832",,
"svchost","0","246","2199142133760","6868992","2875392","14752",,,,,,,,"Process","8",,,,,,"246","3516",".","0","",,,,,"14752","14752","2875392","2875392","169800","169800","3227648","3227648","14295040","14295040","124653568","2199147909120",,,"2875392","2875392",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"118878208","2199142133760","False",,,,"6868992","6868992",,
"svchost","0","623","2199227367424","30408704","15323136","27480",,,,,,,,"Process","8",,,,,,"623","3780",".","0","",,,,,"27480","27480","15323136","15323136","278728","278728","17281024","17281024","62693376","62693376","653283328","2199676538880",,,"15323136","15323136",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"204111872","2199227367424","False",,,,"30408704","30408704",,
"svchost","0","302","2199318474752","12414976","7782400","31112",,,,,,,,"Process","8",,,,,,"302","3788",".","0","",,,,,"31112","31112","7782400","7782400","135512","135512","74911744","74911744","83484672","83484672","767209472","2199790465024",,,"7782400","7782400",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"295219200","2199318474752","False",,,,"12414976","12414976",,
"svchost","0","311","2199344148480","29609984","49369088","27296",,,,,,,,"Process","8",,,,,,"311","3796",".","0","",,,,,"27296","27296","49369088","49369088","128656","128656","199393280","199393280","180584448","180584448","466612224","2199489867776",,,"49369088","49369088",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"320892928","2199344148480","False",,,,"29609984","29609984",,
"svchost","0","131","2199092391936","2449408","1667072","7336",,,,,,,,"Process","8",,,,,,"131","3840",".","0","",,,,,"7336","7336","1667072","1667072","63344","63344","1802240","1802240","6615040","6615040","71766016","2199095021568",,,"1667072","1667072",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"69136384","2199092391936","False",,,,"2449408","2449408",,
"svchost","0","358","2199119294464","7680000","3862528","15584",,,,,,,,"Process","8",,,,,,"358","4020",".","0","",,,,,"15584","15584","3862528","3862528","116880","116880","4517888","4517888","12861440","12861440","100233216","2199123488768",,,"3862528","3862528",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"96038912","2199119294464","False",,,,"7680000","7680000",,
"svchost","0","117","2199096074240","1798144","1712128","8840",,,,,,,,"Process","8",,,,,,"117","4032",".","0","",,,,,"8840","8840","1712128","1712128","68976","68976","1978368","1978368","7016448","7016448","76492800","2199099748352",,,"1712128","1712128",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"72818688","2199096074240","False",,,,"1798144","1798144",,
"svchost","0","125","2199091085312","1400832","1294336","6968",,,,,,,,"Process","8",,,,,,"125","4048",".","0","",,,,,"6968","6968","1294336","1294336","62320","62320","1486848","1486848","5873664","5873664","70975488","2199094231040",,,"1294336","1294336",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"67829760","2199091085312","False",,,,"1400832","1400832",,
"svchost","0","387","2199151542272","13565952","5722112","20024",,,,,,,,"Process","8",,,,,,"387","4056",".","0","",,,,,"20024","20024","5722112","5722112","188096","188096","6295552","6295552","23097344","23097344","134868992","2199158124544",,,"5722112","5722112",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"128286720","2199151542272","False",,,,"13565952","13565952",,
"svchost","0","1023","2199492108288","33472512","50749440","66392",,,,,,,,"Process","8",,,,,,"1023","4064",".","0","",,,,,"66392","66392","50749440","50749440","343744","343744","298258432","298258432","277295104","277295104","758714368","2199781969920",,,"50749440","50749440",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"468852736","2199492108288","False",,,,"33472512","33472512",,
"svchost","0","228","2199110320128","4235264","3112960","12912",,,,,,,,"Process","8",,,,,,"228","4100",".","0","",,,,,"12912","12912","3112960","3112960","103600","103600","3387392","3387392","11653120","11653120","91136000","2199114391552",,,"3112960","3112960",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"87064576","2199110320128","False",,,,"4235264","4235264",,
"svchost","0","170","2199145586688","1933312","2809856","15816",,,,,,,,"Process","8",,,,,,"170","4192",".","0","",,,,,"15816","15816","2809856","2809856","105952","105952","37146624","37146624","16175104","16175104","170307584","2199193563136",,,"2809856","2809856",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"122331136","2199145586688","False",,,,"1933312","1933312",,
"svchost","0","102","2199083040768","1323008","1163264","6384",,,,,,,,"Process","8",,,,,,"102","4224",".","0","",,,,,"6384","6384","1163264","1163264","43328","43328","1380352","1380352","5152768","5152768","62406656","2199085662208",,,"1163264","1163264",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"59785216","2199083040768","False",,,,"1323008","1323008",,
"svchost","0","98","2199091019776","1310720","1564672","9040",,,,,,,,"Process","8",,,,,,"98","4468",".","0","",,,,,"9040","9040","1564672","1564672","42992","42992","1658880","1658880","4804608","4804608","68812800","2199092068352",,,"1564672","1564672",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"67764224","2199091019776","False",,,,"1310720","1310720",,
"svchost","0","140","2199098515456","2830336","1896448","20496",,,,,,,,"Process","8",,,,,,"140","5368",".","0","",,,,,"20496","20496","1896448","1896448","68544","68544","2088960","2088960","7340032","7340032","75784192","2199099039744",,,"1896448","1896448",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"75259904","2199098515456","False",,,,"2830336","2830336",,
"svchost","0","144","2199096717312","4009984","1916928","10688",,,,,,,,"Process","8",,,,,,"144","5376",".","0","",,,,,"10688","10688","1916928","1916928","60848","60848","4657152","4657152","10887168","10887168","76910592","2199100166144",,,"1916928","1916928",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"73461760","2199096717312","False",,,,"4009984","4009984",,
"svchost","1","382","2199160446976","13217792","5750784","18040","c:\windows\system32\svchost.exe","Microsoft Corporation","28.890625","10.0.16299.15 (WinBuild.160101.0800)","10.0.16299.15","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"5596","Microsoft.Win32.SafeHandles.SafeProcessHandle","382","5900",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","18040","18040","5750784","5750784","186240","186240","6533120","6533120","24977408","24977408","151298048","2199174553600","True","Normal","5750784","5750784","00:00:19.0156250","svchost","255","True","1","System.Diagnostics.ProcessStartInfo","3/14/2018 1:27:00 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:28.8906250","00:00:09.8750000","137191424","2199160446976","False",,,,"13217792","13217792",,
"svchost","0","225","2199128207360","5128192","2588672","12400",,,,,,,,"Process","8",,,,,,"225","6260",".","0","",,,,,"12400","12400","2588672","2588672","94496","94496","2924544","2924544","10690560","10690560","107700224","2199130955776",,,"2588672","2588672",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"104951808","2199128207360","False",,,,"5128192","5128192",,
"svchost","0","206","2199110729728","5152768","2490368","15152",,,,,,,,"Process","8",,,,,,"206","6496",".","0","",,,,,"15152","15152","2490368","2490368","90632","90632","5492736","5492736","13983744","13983744","90955776","2199114211328",,,"2490368","2490368",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"87474176","2199110729728","False",,,,"5152768","5152768",,
"svchost","0","160","2199099244544","2150400","2007040","8832",,,,,,,,"Process","8",,,,,,"160","7436",".","0","",,,,,"8832","8832","2007040","2007040","75536","75536","2068480","2068480","8302592","8302592","77856768","2199101112320",,,"2007040","2007040",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"75988992","2199099244544","False",,,,"2150400","2150400",,
"svchost","0","327","2199162281984","9428992","6127616","14072",,,,,,,,"Process","8",,,,,,"327","7524",".","0","",,,,,"14072","14072","6127616","6127616","154256","154256","19562496","19562496","22650880","22650880","179064832","2199202320384",,,"6127616","6127616",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"139026432","2199162281984","False",,,,"9428992","9428992",,
"svchost","0","309","2199268855808","9781248","5148672","32336",,,,,,,,"Process","8",,,,,,"309","8936",".","0","",,,,,"32336","32336","5148672","5148672","185288","185288","130691072","130691072","141545472","141545472","266047488","2199289303040",,,"5148672","5148672",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"245600256","2199268855808","False",,,,"9781248","9781248",,
"svchost","0","237","2199107162112","3862528","2551808","20584",,,,,,,,"Process","8",,,,,,"237","9288",".","0","",,,,,"20584","20584","2551808","2551808","89456","89456","3051520","3051520","8024064","8024064","87576576","2199110832128",,,"2551808","2551808",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"83906560","2199107162112","False",,,,"3862528","3862528",,
"svchost","0","286","2199120658432","10821632","5214208","14928",,,,,,,,"Process","8",,,,,,"286","9520",".","0","",,,,,"14928","14928","5214208","5214208","119640","119640","6651904","6651904","22360064","22360064","118984704","2199142240256",,,"5214208","5214208",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"97402880","2199120658432","False",,,,"10821632","10821632",,
"svchost","0","402","2199160885248","10231808","7204864","30192",,,,,,,,"Process","8",,,,,,"402","10148",".","0","",,,,,"30192","30192","7204864","7204864","160552","160552","7593984","7593984","19804160","19804160","143405056","2199166660608",,,"7204864","7204864",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"137629696","2199160885248","False",,,,"10231808","10231808",,
"svchost","1","667","2199464615936","25321472","11063296","34472","c:\windows\system32\svchost.exe","Microsoft Corporation","29.171875","10.0.16299.15 (WinBuild.160101.0800)","10.0.16299.15","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4104","Microsoft.Win32.SafeHandles.SafeProcessHandle","667","10388",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","34472","34472","11063296","11063296","257224","257224","13373440","13373440","38813696","38813696","470437888","2199493693440","True","Normal","11063296","11063296","00:00:09.4218750","svchost","255","True","1","System.Diagnostics.ProcessStartInfo","3/14/2018 1:27:06 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:29.1718750","00:00:19.7500000","441360384","2199464615936","False",,,,"25321472","25321472",,
"svchost","0","214","2199115673600","3493888","2392064","11768",,,,,,,,"Process","8",,,,,,"214","13804",".","0","",,,,,"11768","11768","2392064","2392064","109016","109016","2531328","2531328","12152832","12152832","111304704","2199134560256",,,"2392064","2392064",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"92418048","2199115673600","False",,,,"3493888","3493888",,
"svchost","0","101","2199090647040","1548288","1273856","6928",,,,,,,,"Process","8",,,,,,"101","14316",".","0","",,,,,"6928","6928","1273856","1273856","60312","60312","1544192","1544192","6262784","6262784","74039296","2199097294848",,,"1273856","1273856",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"67391488","2199090647040","False",,,,"1548288","1548288",,
"svchost","0","185","2199101624320","4194304","2220032","10776",,,,,,,,"Process","8",,,,,,"185","14332",".","0","",,,,,"10776","10776","2220032","2220032","76560","76560","2727936","2727936","8888320","8888320","83378176","2199106633728",,,"2220032","2220032",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"78368768","2199101624320","False",,,,"4194304","4194304",,
